attendance_percentage,absence_streak,late_count,attendance_trend,classes_attended,classes_missed,quiz_average,assignment_average,learning_minutes,course_completion,previous_exam_score,recent_score_trend,risk_label,predicted_performance,engagement_level,is_anomaly
92.8,1,5,0.202,43,3,72.6,87.3,368.6,98.3,86.4,-0.133,LOW,77.6,HIGH,1
87.4,0,2,-0.226,39,6,84.5,82.0,417.3,81.3,72.7,0.571,LOW,83.9,HIGH,1
92.0,0,2,-0.105,47,4,61.1,99.0,332.3,99.1,70.8,0.28,LOW,78.4,HIGH,1
68.6,0,1,-0.686,30,13,67.7,53.7,265.9,69.3,65.0,0.131,LOW,68.9,MEDIUM,1
63.7,0,0,0.18,34,19,79.1,50.7,365.5,68.3,71.2,-0.421,LOW,65.7,MEDIUM,1
83.0,0,3,0.099,41,9,94.7,71.3,393.1,64.4,92.3,0.253,LOW,84.4,HIGH,1
72.4,0,3,0.201,37,14,78.9,75.7,374.2,80.9,86.0,0.087,LOW,82.2,HIGH,1
74.4,1,3,0.099,30,11,76.9,77.4,390.0,87.3,76.6,-0.065,LOW,71.2,HIGH,1
96.6,0,1,-0.2,48,2,94.6,82.6,415.4,100.0,86.5,-0.238,LOW,94.9,HIGH,1
81.5,0,1,0.05,42,10,80.8,66.6,301.9,67.3,72.2,-0.262,LOW,78.3,MEDIUM,1
79.0,0,1,0.104,39,11,82.2,74.1,448.5,76.8,87.4,-0.189,LOW,84.2,HIGH,1
96.9,0,3,-0.427,46,2,98.0,74.0,509.9,72.8,94.6,0.182,LOW,95.4,HIGH,1
85.7,0,4,0.255,47,8,78.5,78.2,396.5,76.5,71.6,-0.007,LOW,78.1,HIGH,1
75.9,1,0,0.206,33,11,70.1,83.2,335.2,69.1,74.4,0.04,LOW,76.9,MEDIUM,1
59.0,4,3,-0.353,30,21,80.4,44.4,293.7,64.8,69.8,0.325,HIGH,68.5,MEDIUM,1
77.5,0,1,0.54,33,9,72.3,85.9,369.3,88.6,76.9,-0.313,LOW,78.2,HIGH,1
91.2,0,3,0.218,50,5,86.4,62.4,434.0,81.3,84.9,-0.472,LOW,79.7,HIGH,1
73.6,2,2,0.371,43,15,81.2,61.8,352.9,71.0,73.0,0.216,LOW,76.4,MEDIUM,1
61.0,0,1,-0.132,34,22,98.0,93.0,10.0,78.9,74.3,-0.288,LOW,68.2,MEDIUM,-1
70.1,8,4,-0.95,35,15,69.7,65.7,369.8,68.1,63.2,-0.112,LOW,59.5,MEDIUM,-1
89.7,0,2,-0.549,52,6,73.6,90.2,358.6,92.1,77.1,-0.06,LOW,83.1,HIGH,1
83.4,8,3,-0.95,48,9,72.1,91.6,406.7,93.8,76.0,-0.016,LOW,83.9,HIGH,-1
83.8,0,2,0.07,40,8,87.0,87.8,377.9,89.8,85.2,-0.485,LOW,80.6,HIGH,1
82.6,0,3,-0.229,43,9,62.5,60.3,416.6,82.2,70.7,-0.005,LOW,63.4,HIGH,1
88.4,0,3,0.026,40,5,76.0,76.7,341.7,100.0,83.5,0.462,LOW,83.2,HIGH,1
70.3,2,3,0.376,30,12,73.3,61.8,403.4,73.4,78.5,-0.058,MEDIUM,72.5,MEDIUM,1
93.0,0,2,0.103,47,4,80.5,85.4,399.6,77.6,74.6,0.074,LOW,82.2,HIGH,1
87.4,0,2,-0.294,42,6,83.0,72.7,396.2,70.8,73.9,0.246,LOW,82.9,HIGH,1
79.5,0,2,0.245,38,10,81.5,87.6,343.9,72.9,75.5,0.339,LOW,78.3,HIGH,1
73.0,2,3,-0.478,39,15,79.3,79.0,321.5,74.2,83.6,0.338,MEDIUM,83.6,MEDIUM,1
59.2,4,2,-0.072,24,16,77.8,61.0,273.3,62.2,78.5,-0.098,MEDIUM,66.5,MEDIUM,1
93.4,0,4,-0.057,53,4,98.0,81.4,396.9,85.0,88.6,0.161,LOW,95.8,HIGH,1
64.7,0,0,0.32,35,19,78.3,73.0,347.2,70.2,78.8,0.448,LOW,77.1,MEDIUM,1
78.3,0,1,-0.335,37,10,73.6,74.2,422.7,78.7,71.6,-0.073,LOW,69.4,HIGH,1
80.3,0,5,0.09,40,10,80.6,67.1,410.1,75.4,71.3,0.401,LOW,70.9,HIGH,1
73.0,0,3,-0.233,41,15,67.6,69.4,331.7,83.4,69.8,-0.097,LOW,72.2,HIGH,1
83.9,8,5,-0.95,44,9,90.2,72.3,385.9,88.2,77.1,0.048,LOW,81.0,HIGH,-1
93.3,1,1,0.751,54,4,85.1,61.8,486.5,75.4,62.8,0.568,LOW,84.2,HIGH,1
98.4,1,1,-0.018,43,1,98.0,92.5,455.2,93.6,97.6,-0.235,LOW,99.0,HIGH,1
98.4,0,1,-0.26,40,1,80.2,77.6,397.0,99.4,73.3,-0.535,LOW,84.3,HIGH,1
74.5,0,1,0.289,40,14,69.0,67.5,370.9,67.4,68.3,0.166,LOW,62.9,HIGH,1
77.2,0,7,-0.007,45,13,71.1,82.0,360.7,71.6,67.2,0.26,LOW,70.7,HIGH,1
99.8,0,5,-0.008,55,0,78.8,87.4,443.7,83.8,87.6,-0.072,LOW,85.5,HIGH,1
56.2,3,4,-0.352,29,23,69.8,61.8,361.8,51.3,73.4,-0.036,HIGH,59.8,MEDIUM,1
80.9,0,2,-0.001,37,9,78.5,77.8,328.2,73.7,83.5,0.209,LOW,74.9,MEDIUM,1
71.0,2,3,0.448,40,16,74.6,66.9,294.2,57.1,63.2,-0.126,MEDIUM,64.9,MEDIUM,1
45.1,4,3,-0.719,26,32,33.8,49.7,238.8,46.5,57.5,-0.089,HIGH,41.6,MEDIUM,1
86.7,0,3,0.12,40,6,66.6,75.5,386.4,91.8,72.5,0.233,LOW,76.7,HIGH,1
77.9,0,4,0.179,40,11,73.0,71.2,313.6,61.6,76.1,0.256,LOW,73.6,MEDIUM,1
96.6,0,2,0.147,50,2,98.0,75.5,10.0,83.3,71.2,0.019,LOW,83.1,HIGH,-1
76.8,0,2,-0.235,40,12,92.7,60.4,400.4,63.4,82.5,-0.178,LOW,76.3,MEDIUM,1
68.0,2,1,-0.558,36,17,57.6,70.4,278.7,71.2,63.6,0.223,MEDIUM,64.1,MEDIUM,1
89.2,0,2,0.004,48,6,66.1,55.4,365.4,72.2,54.1,0.096,LOW,68.5,HIGH,1
88.5,0,3,-0.2,36,5,66.6,79.8,292.2,87.4,67.2,-0.211,LOW,72.0,MEDIUM,1
62.5,0,3,-0.156,28,17,67.5,64.1,319.9,67.2,78.6,-0.209,MEDIUM,67.7,MEDIUM,1
86.9,1,1,0.454,42,6,87.1,77.5,349.8,69.5,78.5,-0.09,LOW,76.5,HIGH,1
93.2,0,4,0.118,50,4,74.9,82.9,381.7,85.9,76.7,0.366,LOW,86.3,HIGH,1
86.9,0,2,0.006,51,8,80.3,85.4,384.7,67.5,77.7,-0.229,LOW,81.9,MEDIUM,1
64.3,3,1,-0.891,35,20,52.9,62.5,366.4,50.3,62.0,0.501,HIGH,65.0,MEDIUM,1
90.7,0,4,0.189,37,4,65.1,76.2,429.5,90.9,76.0,0.345,LOW,76.8,HIGH,1
85.9,0,2,-0.138,36,6,72.5,79.4,286.4,84.9,81.3,0.188,LOW,82.1,HIGH,1
76.3,0,2,0.001,45,14,83.4,63.9,331.5,65.4,77.7,-0.104,LOW,74.7,MEDIUM,1
73.6,1,1,-0.121,35,12,63.4,64.2,343.0,68.8,73.2,0.552,LOW,65.8,HIGH,1
93.5,0,6,0.035,44,3,79.6,84.6,403.5,93.6,75.2,0.015,LOW,85.3,HIGH,1
83.5,0,3,0.163,38,8,65.6,74.3,405.8,78.4,68.2,-0.138,LOW,77.6,HIGH,1
53.9,3,3,-0.129,27,23,49.1,53.7,218.1,51.6,51.5,-0.087,HIGH,50.4,LOW,1
66.1,3,1,0.065,34,18,73.5,54.5,318.5,56.2,76.7,-0.367,MEDIUM,69.2,MEDIUM,1
87.5,0,4,0.038,41,6,71.8,78.1,343.6,67.8,60.4,-0.221,LOW,73.9,HIGH,1
83.5,8,7,-0.95,40,8,59.9,82.1,355.3,75.5,58.1,-0.171,LOW,74.3,MEDIUM,-1
41.3,3,2,0.121,23,32,38.3,65.5,194.3,47.4,39.9,-0.015,HIGH,49.1,LOW,1
79.1,0,3,0.364,35,9,86.6,61.6,407.9,76.8,77.6,-0.033,LOW,79.3,MEDIUM,1
69.9,2,4,0.137,37,16,49.9,75.3,278.1,75.9,58.4,-0.341,MEDIUM,55.5,MEDIUM,1
55.9,4,1,0.032,22,18,76.4,54.6,276.3,50.0,58.1,-0.075,HIGH,66.7,MEDIUM,1
82.5,0,5,0.831,48,10,84.0,94.2,480.8,78.4,91.9,-0.048,LOW,82.0,HIGH,1
93.1,1,2,0.323,52,4,76.3,78.8,451.6,81.0,83.2,-0.098,LOW,74.9,HIGH,1
82.6,0,1,-0.22,44,9,85.0,64.8,428.8,69.4,79.3,0.075,LOW,84.9,HIGH,1
66.8,0,2,-0.027,35,17,66.0,73.1,290.8,80.0,60.1,0.109,LOW,67.9,MEDIUM,1
80.9,0,6,0.211,38,9,80.4,75.6,331.5,94.6,97.4,0.159,LOW,87.6,MEDIUM,1
58.9,3,3,-0.361,25,17,41.9,73.6,179.0,59.7,61.0,-0.325,HIGH,53.3,MEDIUM,1
83.3,0,6,-0.042,33,7,78.4,79.7,387.9,88.3,86.9,-0.216,LOW,84.3,HIGH,1
96.9,0,3,0.048,56,2,79.1,99.0,436.6,91.2,78.4,-0.137,LOW,81.6,HIGH,1
72.7,0,3,-0.542,39,15,65.4,68.9,294.8,71.3,61.3,0.214,LOW,63.6,MEDIUM,1
85.1,0,1,-0.664,40,7,88.3,86.9,412.3,85.2,78.6,0.077,LOW,91.4,HIGH,1
84.9,0,5,0.124,41,7,98.0,71.6,338.4,73.1,85.2,-0.026,LOW,84.4,MEDIUM,1
94.5,0,3,-0.049,49,3,97.9,84.7,554.8,80.2,89.4,-0.019,LOW,91.9,HIGH,1
82.7,0,5,-0.065,42,9,90.3,72.4,352.1,72.4,82.1,0.332,LOW,86.8,HIGH,1
91.9,0,3,-0.004,44,4,71.0,92.3,349.0,90.6,84.8,0.412,LOW,83.2,HIGH,1
57.1,2,2,-0.711,34,25,71.5,75.2,268.7,70.5,79.1,-0.027,MEDIUM,67.0,MEDIUM,1
86.4,0,2,0.322,43,7,73.6,84.0,417.0,99.3,82.9,-0.127,LOW,78.3,HIGH,1
87.7,0,1,0.01,39,5,73.2,82.9,409.6,82.4,85.5,-0.518,LOW,78.3,HIGH,1
72.5,2,1,0.111,42,16,97.1,79.5,383.4,71.5,92.0,0.125,LOW,89.5,MEDIUM,1
74.6,2,2,0.382,43,14,48.3,83.1,408.0,74.2,75.5,0.032,LOW,71.7,HIGH,1
91.9,0,2,-0.003,46,4,86.7,82.4,423.1,81.9,85.5,0.249,LOW,84.8,HIGH,1
92.1,0,1,0.367,46,4,86.0,86.9,424.4,85.5,88.9,0.261,LOW,85.8,HIGH,1
71.7,1,2,0.209,32,13,80.9,87.8,376.1,81.0,76.4,-0.011,LOW,77.9,HIGH,1
56.3,5,3,0.015,23,17,72.9,63.4,280.4,82.4,65.2,-0.314,HIGH,65.1,MEDIUM,1
83.8,0,2,0.39,40,8,83.1,80.3,318.7,79.6,84.1,0.357,LOW,83.6,MEDIUM,1
64.4,1,0,-0.096,30,16,72.2,65.0,307.2,55.7,70.3,-0.166,LOW,71.6,MEDIUM,1
84.7,0,5,0.073,38,7,68.1,91.6,293.9,97.6,86.8,0.372,LOW,82.8,HIGH,1
91.9,0,2,0.249,45,4,81.7,78.9,439.7,87.1,73.6,0.198,LOW,80.7,HIGH,1
83.7,0,2,-0.214,37,7,87.0,82.8,402.7,68.4,76.1,-0.466,LOW,78.5,HIGH,1
79.0,0,4,0.214,32,8,66.4,96.8,311.5,86.9,79.0,-0.083,LOW,75.3,HIGH,1
86.6,0,4,0.339,47,7,82.8,89.0,375.4,86.4,80.7,-0.148,LOW,88.8,HIGH,1
56.9,3,4,-0.537,25,19,73.7,63.1,322.4,69.2,70.9,-0.716,HIGH,68.6,MEDIUM,1
88.7,0,0,0.486,52,7,75.5,88.1,409.0,100.0,82.5,-0.332,LOW,84.3,HIGH,1
89.1,1,5,0.082,40,5,98.0,84.5,429.0,84.4,94.8,-0.37,LOW,89.5,HIGH,1
81.0,0,3,0.215,36,8,82.4,61.0,313.2,68.8,72.1,0.249,LOW,78.6,MEDIUM,1
76.3,0,1,-0.261,43,13,54.2,62.7,251.6,71.4,55.9,-0.133,LOW,61.8,MEDIUM,1
96.1,0,6,-0.566,55,2,84.2,80.1,400.9,82.5,89.5,-0.021,LOW,84.7,HIGH,1
70.4,1,4,0.464,30,13,60.8,75.2,344.3,62.2,67.3,0.017,LOW,67.7,MEDIUM,1
60.7,1,1,-0.291,25,16,53.1,61.3,266.7,69.5,61.8,0.57,MEDIUM,50.8,MEDIUM,1
86.9,0,1,0.396,41,6,67.0,79.4,407.1,64.0,71.5,0.022,LOW,74.7,HIGH,1
86.3,1,2,0.046,38,6,98.0,73.6,479.4,68.1,87.3,-0.128,LOW,85.4,HIGH,1
85.1,0,8,-0.161,37,6,68.0,69.3,339.8,65.3,64.7,-0.145,LOW,77.1,MEDIUM,1
73.9,0,2,0.62,39,14,70.2,68.8,278.3,71.8,75.1,-0.092,LOW,68.5,MEDIUM,1
77.1,0,5,0.078,33,10,77.5,77.8,398.8,72.2,79.9,0.126,LOW,80.3,HIGH,1
87.4,0,1,0.134,41,6,70.3,84.3,482.8,90.7,68.7,-0.062,LOW,76.0,HIGH,1
94.6,0,3,0.048,40,2,72.4,79.1,394.4,93.8,81.2,-0.224,LOW,85.5,HIGH,1
69.9,0,7,-0.678,37,16,62.5,86.3,291.9,66.8,60.7,0.033,LOW,74.8,MEDIUM,1
77.2,0,2,0.262,44,13,66.6,67.7,394.8,62.5,75.8,0.322,LOW,67.4,MEDIUM,1
57.1,3,1,-0.124,29,22,69.9,68.2,317.5,53.3,65.3,0.049,MEDIUM,64.3,MEDIUM,1
96.3,0,3,0.368,52,2,72.9,79.2,406.2,95.2,77.2,-0.127,LOW,79.1,HIGH,1
76.3,0,1,-0.144,45,14,91.6,66.0,371.2,72.8,82.5,0.063,LOW,86.8,MEDIUM,1
70.6,0,3,-0.373,42,17,67.7,62.8,328.0,61.4,60.4,-0.534,MEDIUM,65.2,MEDIUM,1
75.0,1,4,0.272,36,12,92.0,72.8,339.1,79.4,82.5,-0.044,LOW,83.8,MEDIUM,1
64.7,0,2,0.142,27,14,66.6,53.8,401.7,57.0,73.7,-0.204,LOW,61.6,MEDIUM,1
92.6,0,1,-0.382,37,3,63.5,85.5,349.6,89.3,77.4,-0.444,LOW,79.6,HIGH,1
78.9,0,6,-0.319,43,11,66.9,79.6,219.8,75.0,80.7,0.367,LOW,74.0,MEDIUM,1
69.9,0,3,-0.415,38,16,76.4,77.8,335.6,64.2,71.7,-0.116,LOW,74.4,MEDIUM,1
90.4,0,6,-0.348,42,5,67.7,97.4,396.7,97.0,72.9,-0.196,LOW,76.6,HIGH,1
70.7,0,2,-0.018,30,12,69.9,75.0,397.5,70.4,70.5,0.035,LOW,69.8,MEDIUM,1
89.2,0,1,0.213,37,4,83.8,69.7,381.0,86.1,78.8,-0.349,LOW,84.7,MEDIUM,1
65.0,0,1,-0.031,28,15,72.0,65.0,268.1,81.4,64.8,-0.157,LOW,63.0,MEDIUM,1
80.4,0,1,0.262,46,11,82.1,76.4,422.8,83.8,80.3,-0.17,LOW,75.7,HIGH,1
77.8,0,5,0.055,40,11,76.7,72.7,329.6,83.3,78.3,-0.041,LOW,73.9,MEDIUM,1
78.7,0,3,0.484,45,12,62.3,65.9,363.0,78.9,73.0,0.518,LOW,70.1,HIGH,1
78.2,0,3,-0.472,38,11,70.8,68.3,309.7,69.6,71.7,0.436,MEDIUM,78.0,MEDIUM,1
90.6,0,2,-0.217,43,4,80.4,84.8,359.6,91.2,84.5,-0.37,LOW,79.8,HIGH,1
79.9,0,1,0.11,46,11,80.3,82.5,352.9,79.7,75.4,0.026,LOW,85.3,MEDIUM,1
73.8,2,0,-0.131,41,15,63.1,68.8,278.9,58.0,55.4,-0.152,MEDIUM,62.3,MEDIUM,1
69.4,3,3,-0.292,40,18,69.2,73.6,262.0,76.2,79.7,0.085,MEDIUM,69.3,MEDIUM,1
95.8,0,3,0.244,43,2,98.0,69.1,412.3,86.6,88.2,-0.343,LOW,89.3,HIGH,1
89.1,0,4,-0.066,47,6,90.7,69.4,410.8,73.8,89.9,0.532,LOW,81.4,HIGH,1
66.3,2,1,-0.414,29,15,78.8,69.2,433.2,56.1,73.3,-0.005,MEDIUM,70.8,MEDIUM,1
83.4,0,2,0.021,39,8,76.0,64.0,382.5,86.7,64.7,-0.145,LOW,71.2,HIGH,1
71.4,2,0,0.363,34,13,73.0,74.0,341.4,75.7,64.2,-0.169,LOW,72.3,HIGH,1
95.3,0,1,0.29,54,3,82.9,68.7,419.2,89.1,72.2,0.061,LOW,84.4,HIGH,1
80.8,0,3,0.341,39,9,81.2,88.8,391.3,80.0,76.7,-0.218,LOW,76.7,HIGH,1
88.7,1,3,0.145,47,6,64.5,92.8,367.7,86.4,78.2,-0.141,LOW,78.6,HIGH,1
76.9,0,0,0.153,41,12,98.0,88.7,10.0,73.0,72.2,0.12,LOW,76.2,HIGH,-1
52.3,3,4,0.099,31,28,44.3,54.2,260.1,71.2,57.5,-0.291,HIGH,56.0,MEDIUM,1
81.2,0,2,-0.157,43,10,84.6,84.6,374.0,100.0,82.2,0.061,LOW,78.4,HIGH,1
89.7,1,6,0.457,50,6,88.6,74.2,370.0,79.5,93.0,0.137,LOW,86.2,HIGH,1
88.1,0,3,0.152,36,5,71.2,60.8,395.5,76.2,73.4,-0.361,LOW,68.8,MEDIUM,1
92.0,1,4,0.115,49,4,72.5,73.8,435.9,93.7,73.3,0.048,LOW,75.1,HIGH,1
64.3,1,4,-0.402,33,18,76.0,78.0,355.6,56.4,72.3,0.038,MEDIUM,77.1,MEDIUM,1
78.9,1,1,0.463,43,12,83.0,78.5,351.9,99.4,92.0,0.236,LOW,88.7,HIGH,1
99.2,0,3,0.353,45,0,98.0,78.8,445.4,100.0,87.5,-0.071,LOW,90.2,HIGH,1
79.5,0,0,-0.306,45,12,64.9,73.8,415.5,67.2,73.7,-0.241,LOW,68.0,MEDIUM,1
83.5,0,2,0.197,38,8,75.4,71.6,412.9,68.9,80.5,-0.274,LOW,68.5,HIGH,1
94.5,0,4,-0.117,39,2,83.8,81.0,434.0,73.4,91.7,-0.329,LOW,87.8,HIGH,1
90.1,1,2,0.02,47,5,86.9,94.3,380.1,77.6,82.1,-0.002,LOW,82.5,HIGH,1
74.0,0,2,-0.353,35,12,83.6,69.5,379.1,77.5,96.1,-0.212,LOW,86.0,MEDIUM,1
68.8,0,3,-0.203,35,16,68.0,89.1,394.7,71.4,88.3,0.285,LOW,77.6,HIGH,1
83.5,0,5,0.162,33,7,79.4,67.4,382.6,78.2,79.7,0.038,LOW,74.8,HIGH,1
80.2,0,1,0.181,38,10,71.3,81.5,252.1,90.2,65.5,0.107,LOW,75.6,MEDIUM,1
68.9,2,3,-0.372,32,15,52.2,80.5,378.5,82.0,69.2,0.044,MEDIUM,66.9,MEDIUM,1
56.4,5,2,-0.333,27,21,53.1,52.0,308.6,66.4,61.4,-0.027,HIGH,57.1,MEDIUM,1
83.5,0,4,-0.465,37,7,71.1,80.6,334.7,86.5,65.7,0.336,MEDIUM,74.4,HIGH,1
88.1,0,2,0.389,46,6,85.8,66.3,392.9,85.7,78.2,-0.416,LOW,77.6,HIGH,1
62.4,1,4,-0.782,33,20,40.9,86.6,258.1,75.0,66.8,0.012,MEDIUM,57.2,MEDIUM,1
90.1,1,4,0.22,39,4,87.0,93.5,389.5,83.7,73.0,-0.353,LOW,89.0,HIGH,1
88.0,0,4,0.032,49,7,86.0,86.2,396.0,73.9,88.1,-0.441,LOW,81.7,HIGH,1
92.0,0,3,0.272,44,4,98.0,81.6,10.0,91.4,79.8,-0.325,LOW,74.4,HIGH,-1
68.7,3,2,-0.205,41,18,92.2,65.7,425.6,76.8,75.3,0.496,MEDIUM,74.7,MEDIUM,1
75.5,0,2,-0.195,41,13,75.8,67.4,326.3,66.1,77.7,-0.085,LOW,72.6,MEDIUM,1
87.5,0,4,0.27,52,7,81.7,93.9,427.0,84.0,85.5,0.043,LOW,85.1,HIGH,1
96.6,0,1,0.087,42,1,81.4,85.2,380.2,87.3,82.3,0.397,LOW,89.5,HIGH,1
74.9,0,4,0.032,31,10,50.5,86.3,360.5,77.9,66.9,-0.256,LOW,66.4,MEDIUM,1
87.7,0,0,0.169,46,6,71.0,92.7,390.3,79.1,77.7,-0.037,LOW,79.0,HIGH,1
95.3,0,1,0.447,41,2,73.2,81.9,396.3,98.7,75.2,-0.057,LOW,84.7,HIGH,1
92.0,8,2,-0.95,52,5,88.9,79.6,402.6,79.6,82.4,0.237,LOW,85.6,HIGH,-1
49.9,4,3,-0.138,27,28,53.6,59.9,300.8,62.8,59.5,0.331,HIGH,60.8,MEDIUM,1
68.4,0,3,-0.187,34,15,72.8,62.4,275.9,63.1,65.1,-0.251,LOW,66.2,MEDIUM,1
63.6,1,4,-0.378,26,15,47.4,67.5,325.5,61.4,71.3,-0.183,MEDIUM,60.1,MEDIUM,1
37.8,2,2,-0.426,20,33,70.3,56.6,227.4,50.2,60.5,0.325,HIGH,51.8,LOW,1
81.9,0,2,-0.203,34,7,84.5,83.4,413.2,73.3,87.5,-0.173,LOW,82.9,HIGH,1
69.8,0,1,-0.099,40,17,69.6,70.3,335.3,58.5,63.7,-0.047,MEDIUM,67.3,MEDIUM,1
88.2,0,3,-0.079,35,5,73.3,87.5,335.5,83.5,100.0,-0.109,LOW,77.1,HIGH,1
83.3,0,1,-0.28,43,9,86.6,83.3,374.4,84.3,79.9,0.271,LOW,82.2,HIGH,1
52.8,5,4,-0.267,24,21,55.2,71.1,229.2,68.9,75.4,0.094,HIGH,63.2,MEDIUM,1
97.0,0,3,0.394,54,2,77.2,85.2,353.6,87.4,75.8,-0.484,LOW,77.9,HIGH,1
86.1,1,1,0.45,48,8,75.3,83.7,393.0,79.4,84.1,-0.249,LOW,84.0,HIGH,1
46.8,3,2,-1.0,23,27,76.0,63.4,213.1,62.0,72.7,-0.096,HIGH,61.5,MEDIUM,1
88.6,1,1,0.137,40,5,98.0,64.6,10.0,68.8,72.8,-0.019,LOW,73.9,MEDIUM,-1
96.8,0,2,0.258,57,2,98.0,79.4,10.0,96.6,89.6,0.37,LOW,95.8,HIGH,-1
80.2,0,1,0.243,34,8,65.9,67.1,308.4,73.7,72.8,0.094,LOW,71.4,MEDIUM,1
63.9,0,1,-0.275,34,19,41.6,83.8,321.3,81.8,62.3,-0.053,MEDIUM,60.3,HIGH,1
94.7,0,4,0.582,43,2,87.1,92.0,500.5,94.1,86.9,0.103,LOW,90.2,HIGH,1
63.5,2,4,0.128,36,20,56.4,71.0,357.1,67.6,63.9,-0.005,MEDIUM,67.3,MEDIUM,1
82.6,0,2,0.073,35,7,72.7,81.0,385.0,81.8,76.8,-0.152,LOW,77.0,HIGH,1
70.1,2,3,-0.025,39,17,80.1,85.7,339.3,68.1,81.9,-0.207,MEDIUM,74.2,HIGH,1
67.1,0,1,-0.149,39,19,57.6,65.0,309.0,70.1,61.2,-0.07,LOW,60.1,MEDIUM,1
85.5,0,3,0.243,49,8,72.8,90.9,439.6,79.3,82.3,-0.277,LOW,79.5,HIGH,1
94.5,0,1,0.115,42,2,89.9,99.0,369.8,86.5,89.4,0.047,LOW,91.8,HIGH,1
94.6,0,5,0.141,51,3,76.8,83.3,330.1,95.6,86.0,0.292,LOW,88.9,HIGH,1
81.6,1,3,0.559,34,8,76.8,68.9,360.2,70.4,84.1,0.171,LOW,74.6,HIGH,1
81.7,0,2,0.567,38,9,74.1,74.9,375.3,86.7,73.0,0.211,LOW,83.3,HIGH,1
87.4,1,3,0.334,40,6,76.9,90.0,425.0,79.2,85.1,-0.193,LOW,81.4,HIGH,1
77.4,0,6,0.377,44,13,71.2,80.5,388.1,85.9,72.6,-0.308,LOW,70.8,HIGH,1
81.1,1,2,0.356,40,9,80.9,79.4,435.4,72.2,75.8,0.229,LOW,76.7,MEDIUM,1
67.0,1,2,-0.31,33,16,45.6,61.5,287.1,66.5,49.8,0.092,MEDIUM,55.3,MEDIUM,1
87.0,0,2,0.235,50,8,75.3,79.9,377.7,83.7,72.0,-0.039,LOW,75.5,HIGH,1
90.2,0,3,0.178,36,4,70.7,83.9,387.5,88.2,65.0,0.178,LOW,83.7,HIGH,1
86.3,0,3,0.469,35,6,86.3,74.4,350.1,79.5,97.8,-0.051,LOW,78.3,MEDIUM,1
67.6,2,4,-0.162,27,13,83.1,66.4,399.1,58.9,77.4,0.425,MEDIUM,69.7,MEDIUM,1
63.6,1,3,0.008,31,17,66.6,76.2,296.1,57.7,73.0,0.179,MEDIUM,61.3,MEDIUM,1
90.3,0,3,0.064,49,5,78.1,86.8,380.4,85.3,77.0,0.012,LOW,81.6,HIGH,1
69.9,1,1,-0.042,40,17,75.9,72.0,348.3,87.2,72.9,-0.359,MEDIUM,74.9,MEDIUM,1
88.7,0,6,0.182,51,6,80.8,78.0,361.1,77.9,71.3,-0.117,LOW,76.4,HIGH,1
86.3,1,2,-0.126,40,6,76.2,77.9,370.7,92.1,82.7,0.326,LOW,79.5,HIGH,1
73.4,8,4,-0.95,39,14,74.6,83.5,365.9,86.3,74.4,0.178,LOW,73.9,MEDIUM,-1
88.5,0,3,0.412,50,7,75.2,85.8,441.4,90.6,92.3,0.429,LOW,83.6,HIGH,1
95.5,0,4,-0.395,56,3,91.4,85.0,436.7,77.9,85.1,-0.211,LOW,91.1,HIGH,1
87.8,0,2,-0.423,51,7,98.0,96.1,488.8,93.0,98.6,-0.42,LOW,94.9,HIGH,1
90.5,1,2,0.171,40,4,78.2,74.1,383.9,85.0,69.9,0.242,LOW,83.3,HIGH,1
82.2,0,2,0.218,39,9,81.3,65.8,308.3,74.3,76.7,0.231,LOW,72.3,MEDIUM,1
85.1,8,4,-0.95,48,9,53.9,54.8,285.0,73.4,44.5,0.044,LOW,64.0,MEDIUM,-1
95.9,0,1,0.186,50,2,62.1,88.7,401.9,84.0,64.1,0.264,LOW,71.0,HIGH,1
72.7,1,4,0.072,32,12,74.0,88.3,332.0,84.6,88.2,0.386,LOW,82.1,HIGH,1
86.3,0,1,-0.511,51,8,73.7,93.7,419.7,95.6,90.7,-0.053,LOW,80.3,HIGH,1
81.8,0,1,0.154,44,10,67.2,70.9,363.6,59.9,70.6,0.37,LOW,63.3,HIGH,1
72.6,0,2,-0.192,42,16,76.7,64.8,350.5,70.6,73.9,-0.408,LOW,72.7,MEDIUM,1
60.8,0,2,-0.078,36,23,98.0,44.4,10.0,45.2,64.9,0.044,MEDIUM,56.8,MEDIUM,-1
65.9,2,3,-0.401,33,17,73.3,63.0,230.4,60.8,72.9,0.035,MEDIUM,58.4,MEDIUM,1
75.9,0,5,0.206,36,12,74.4,63.2,333.3,73.4,66.5,0.099,LOW,68.2,MEDIUM,1
91.8,0,2,0.452,51,4,89.9,93.9,368.1,91.8,95.6,0.212,LOW,91.7,HIGH,1
66.6,8,1,-0.95,33,17,66.7,71.7,254.7,66.2,73.9,0.261,MEDIUM,71.2,MEDIUM,-1
69.5,0,1,-0.289,29,12,69.5,72.0,334.9,87.3,81.3,-0.102,LOW,76.7,MEDIUM,1
71.9,0,0,0.475,34,13,67.5,65.3,364.3,71.8,76.2,-0.256,LOW,68.2,MEDIUM,1
85.0,0,2,0.27,37,7,71.9,64.7,387.3,70.1,57.9,0.244,LOW,71.0,HIGH,1
94.9,0,1,0.076,47,3,87.8,69.8,434.3,83.7,75.2,-0.205,LOW,85.1,HIGH,1
